name,address,state_x,rating,totalUserRatings,placeID,latitude,longitude,ZIP,city,stateFIPS,placeFIPS,placeName,totalPopulation,malePopulation,femalePopulation,medianAge,medianAgeMale,medianAgeFemale,whitePopulation,blackPopulation,asianPopulation,hispanicPopulation,medianHouseholdIncome,incomeBelow10k,income10kTo15k,income15kTo25k,perCapitaIncome,populationBelowPoverty,medianGrossRent,totalHousingUnits,ownerOccupiedHousingUnits,renterOccupiedHousingUnits,medianHomeValue,medianMonthlyHousingCosts,medianYearStructureBuilt,totalEducationPopulation,bachelorsDegree,mastersDegree,doctorateDegree,employedPopulation,occupationData,managementOccupation,serviceOccupation,foreignBornPopulation,notHispanicWhitePopulation,notHispanicBlackPopulation,commuters,meanTravelTime,carAvailability,disabilityPopulation,healthInsurancePopulation,householdPopulation,singleParentHouseholds,marriedPopulation,state_y,place,successMetric,geometry,nearestDistanceToTRH
Texas Roadhouse,"1469 Pole Line Rd E, Twin Falls, ID 83301, United States",ID,4.4,1734.0,ChIJYWljRLyjrFQRBszSsFSbxDU,42.5923017,-114.4555278,83301.0,twin falls,16,82810,"Twin Falls city, Idaho",49819,24512,25307,33.6,33.7,33.5,43834,633,1433,7521,50839,844,947,990,25727,7006,841,19960,12293,6801,175900,841,1979,32006,6909,4772,1922,24824,24111,55380,37793,7521,633,1433,23753,392450,19094,49247,49247,19094,12404,38464,16.0,82810.0,7629.6,POINT (-114.4555278 42.5923017),103.50921084377204
Texas Roadhouse,"1830 Caldwell Blvd, Nampa, ID 83651, United States",ID,4.4,5805.0,ChIJiyYij6NMrlQRKlD7PthOUEg,43.6060456,-116.6029578,83651.0,nampa,16,56260,"Nampa city, Idaho",96825,48591,48234,33.3,31.8,35.1,78639,558,841,24013,53205,1707,1493,1478,22422,13201,972,35261,22638,11526,191800,972,1995,60642,15308,8472,2849,47445,45013,51523,32489,24013,558,841,44345,981000,34164,96118,96118,34164,23101,76172,16.0,56260.0,25542.000000000004,POINT (-116.6029578 43.6060456),12.820545665446389
Texas Roadhouse,"2535 S 25th E, Ammon, ID 83406, United States",ID,4.4,4239.0,ChIJ7WF6nh9fVFMRsSxo97QRRxQ,43.4747034,-111.9838339,83406.0,idaho falls,16,39700,"Idaho Falls city, Idaho",62417,31169,31248,33.4,33.2,33.6,53733,394,749,10371,56590,1290,864,1213,28629,7748,787,25043,14506,9069,179600,787,1976,39229,7708,7972,2480,29952,28844,66534,30780,10371,284,689,28471,452775,23575,61368,61368,23575,15235,47173,16.0,39700.0,18651.600000000002,POINT (-111.9838339 43.4747034),45.74391131942609
Texas Roadhouse,"560 Bullock St, Pocatello, ID 83202, United States",ID,4.4,3027.0,ChIJl94zrN1FVVMRwPNkKYtQA6I,42.9119772,-112.462273,83202.0,pocatello,16,64090,"Pocatello city, Idaho",56016,28387,27629,32.9,32.2,34.0,48958,500,1379,5080,46882,1520,1312,1340,23760,8023,661,22865,13091,7675,154000,661,1970,35736,7225,6683,2162,25335,23751,46608,27491,5080,427,1315,23299,356650,20766,52767,52767,20766,12178,44629,16.0,64090.0,13318.800000000001,POINT (-112.462273 42.9119772),45.74391131942599
Texas Roadhouse,"1713 E Empire St, Bloomington, IL 61704, United States",IL,4.4,1160.0,ChIJ-6XtaBVxC4gRHZ8OW74Fkqw,40.4869923,-88.9511427,61704.0,bloomington,17,6613,"Bloomington city, Illinois",77725,38258,39467,35.5,34.4,36.8,60108,7537,6650,4781,66861,2996,1071,1295,36739,9666,844,35110,19459,12666,165300,844,1980,50827,9374,15136,6332,40333,39103,71505,35357,4781,7377,6607,38525,581780,32125,77116,77116,32125,18635,63153,17.0,6613.0,5104.0,POINT (-88.9511427 40.4869923),35.72838763880937
Texas Roadhouse,"986 Illinois Rte 59, Aurora, IL 60504, United States",IL,4.3,3847.0,ChIJrw0vcFT4DogR8sD4S1WHw9A,41.7717493,-88.2066908,60504.0,aurora,17,3012,"Aurora city, Illinois",199326,98991,100335,34.4,32.9,35.7,112354,20901,18468,85136,74659,2115,1854,2027,32537,20911,1274,68523,42396,22732,194100,1274,1983,124012,21916,25287,12939,108450,101920,78500,31152,85136,20219,18357,99738,2732815,65128,198481,198481,65128,47579,153791,17.0,3012.0,16542.1,POINT (-88.2066908 41.7717493),12.926305924762413
Texas Roadhouse,"9960 Joliet Rd, Countryside, IL 60525, United States",IL,4.3,4804.0,ChIJ3frszzJIDogRpK9fxWctHtY,41.780179,-87.8664787,60525.0,la grange,17,16873,"Countryside city, Illinois",5929,3088,2841,45.2,43.8,45.7,4935,40,115,1505,67201,40,79,70,44265,402,1053,2742,1826,717,242700,1053,1973,4129,972,941,276,3433,3148,72083,52339,1505,40,115,3021,87735,2543,5929,5929,2543,1531,4954,17.0,16873.0,20657.2,POINT (-87.8664787 41.780179),15.522345984452082
Texas Roadhouse,"2800 W Deyoung St, Marion, IL 62959, United States",IL,4.3,1274.0,ChIJMZrvHAw7d4gR4Cy2zQ99C38,37.7441621,-88.9705849,62959.0,marion,17,46916,"Marion city, Illinois",17539,8590,8949,38.9,36.0,41.2,15332,1289,164,295,44929,638,632,367,29475,2905,728,8723,4552,3321,125600,728,1979,12346,3318,1905,1009,8019,7669,42126,31144,295,1289,164,7537,162570,7873,17119,17119,7873,4028,13967,17.0,46916.0,5478.2,POINT (-88.9705849 37.7441621),45.29891828728525
Texas Roadhouse,"2540 W Iles Ave, Springfield, IL 62704, United States",IL,4.5,2962.0,ChIJBxOgl35HdYgRPHzpeNOATAM,39.7696457,-89.7055478,62704.0,springfield,17,72000,"Springfield city, Illinois",115075,54705,60370,39.9,37.5,41.5,83156,23151,3408,3529,54164,3995,2877,2587,33978,19987,820,56578,32111,18953,131300,820,1970,79739,17804,16490,7636,56242,52891,63596,37390,3529,22958,3394,52104,868400,51064,113413,113413,51064,27946,94376,17.0,72000.0,13329.0,POINT (-89.7055478 39.7696457),41.06364697612735
Texas Roadhouse,"3151 Tonti Dr, Joliet, IL 60431, United States",IL,4.4,4011.0,ChIJXVSjlgRgDogRSbKKw14x2EQ,41.5779715,-88.1625416,60431.0,joliet,17,38570,"Joliet city, Illinois",147323,72969,74354,33.8,33.2,34.6,94561,24635,3114,46524,72871,2529,1224,1443,29615,15132,1077,51837,33978,14538,193100,1077,1980,91701,22220,14237,5928,78344,73717,66250,41651,46524,24222,2900,71909,2089695,48516,145203,145203,48516,34726,114052,17.0,38570.0,17648.4,POINT (-88.1625416 41.5779715),13.581255902659779
Texas Roadhouse,"841 E Rand Rd, Mt Prospect, IL 60056, United States",IL,4.4,2205.0,ChIJn-15dq-5D4gR-OjIKcT-V3E,42.068663,-87.9258748,60056.0,mount prospect,17,51089,"Mount Prospect village, Illinois",54165,26909,27256,40.8,38.8,42.5,39726,1809,6987,7902,84353,795,554,582,40452,3097,1172,22019,14429,6426,332100,1172,1968,38908,8097,11497,4343,28549,27542,71880,39808,7902,1751,6978,27224,749030,20855,54165,54165,20855,15043,43879,17.0,51089.0,9702.0,POINT (-87.9258748 42.068663),13.013823668389985
Texas Roadhouse,"1412 Central Park Cir, Shiloh, IL 62269, United States",IL,4.5,4069.0,ChIJ-c1GY1ABdogR5LITJZ7dYak,38.5771181,-89.9331997,62269.0,o fallon,17,55249,"O'Fallon city, Illinois",29487,14108,15379,37.7,36.6,38.7,23327,2995,1113,1451,90432,280,184,278,43316,1167,1134,12286,8256,3237,214600,1134,1993,20019,2689,5671,3385,14658,14143,73871,38924,1451,2995,1074,14591,342745,11493,28738,28738,11493,8597,23006,17.0,55249.0,18310.5,POINT (-89.9331997 38.5771181),14.612557459125936
Texas Roadhouse,"600 Riverside Dr, East Peoria, IL 61611, United States",IL,4.5,4306.0,ChIJxbX42q5ZCogRRbiqgDISCL4,40.6815208,-89.5820195,61611.0,east peoria,17,22164,"East Peoria city, Illinois",22615,11551,11064,42.7,42.0,44.1,21237,411,496,638,65164,567,315,304,35330,1695,699,10893,7061,2646,143100,699,1967,16396,4575,2804,1070,11937,11349,63700,39000,638,411,467,11098,198690,9707,22378,22378,9707,6127,19084,17.0,22164.0,19377.0,POINT (-89.5820195 40.6815208),35.72838763880934
Texas Roadhouse,"6640 Edwardsville Crossing Dr, Edwardsville, IL 62025, United States",IL,4.3,3842.0,ChIJR60yH7D5dYgRhrUYa3AsiJ0,38.7879365,-89.9547713,62025.0,edwardsville,17,22697,"Edwardsville city, Illinois",25332,12107,13225,29.9,30.3,29.5,21745,2213,528,579,75271,464,373,319,37222,2704,921,9547,5861,2953,238000,921,1983,13984,1985,4399,2329,13245,12279,81932,42500,579,2211,515,12234,286895,8814,24656,24656,8814,5291,21068,17.0,22697.0,16520.6,POINT (-89.9547713 38.7879365),14.612557459125796
Texas Roadhouse,"1155 US-51, Forsyth, IL 62535, United States",IL,4.3,2509.0,ChIJuTYQdWyydIgRT4rwj6sIZLg,39.9189286,-88.9562936,62535.0,forsyth,17,27091,"Forsyth village, Illinois",3474,1747,1727,41.2,37.9,42.3,3117,14,181,52,95865,16,18,53,48050,315,1610,1345,1181,110,225300,1610,1992,2259,328,786,372,1511,1435,140430,57639,52,14,181,1408,23800,1291,3474,3474,1291,963,2664,17.0,27091.0,10788.699999999999,POINT (-88.9562936 39.9189286),38.282783162020685
Texas Roadhouse,"18345 LaGrange Rd, Tinley Park, IL 60477, United States",IL,4.4,5010.0,ChIJBz4qLckUDogRv7MJYquFPZE,41.5557556,-87.8527569,60477.0,tinley park,17,75484,"Tinley Park village, Illinois",56082,27910,28172,40.5,37.5,43.8,47375,3100,2514,5609,82163,647,413,451,40955,3232,1227,22802,18763,3108,238200,1227,1987,39911,9339,9797,4068,31095,29268,72447,58950,5609,3084,2514,28680,914030,21871,56082,56082,21871,14760,46198,17.0,75484.0,22044.0,POINT (-87.8527569 41.5557556),15.522345984452148
Texas Roadhouse,"1290 N Kinzie Ave, Bradley, IL 60915, United States",IL,4.5,1834.0,ChIJCfC1aF7nDYgRRnyGQZSCPdI,41.1621908,-87.8499797,60915.0,bradley,17,7744,"Bradley village, Illinois",15296,7220,8076,37.1,34.6,38.4,13587,974,83,1444,54824,152,143,292,26813,1526,1086,6252,3783,1963,134600,1086,1970,10061,3434,991,494,8128,7655,44375,44000,1444,955,83,7501,166865,5746,15183,15183,5746,3753,12428,17.0,7744.0,8253.0,POINT (-87.8499797 41.1621908),27.19312012292153
Texas Roadhouse,"161 S Gary Ave, Bloomingdale, IL 60108, United States",IL,4.4,2425.0,ChIJNX8AFV5VDogR8W6UQRAQpqI,41.9472465,-88.1196618,60108.0,bloomingdale,17,6587,"Bloomingdale village, Illinois",21905,10366,11539,40.9,39.4,44.1,16454,1228,2823,2671,87397,371,118,347,47926,1459,1358,9080,6199,2496,306400,1358,1982,15896,3502,4122,1746,12250,11808,93553,44875,2671,1162,2823,11692,301365,8695,21207,21207,8695,5503,18023,17.0,6587.0,10670.0,POINT (-88.1196618 41.9472465),12.926305924762168
Texas Roadhouse,"7240 Walton St, Rockford, IL 61108, United States",IL,4.3,4111.0,ChIJRzneelO4CIgRLryxM0H91xU,42.2693077,-88.9740463,61108.0,rockford,17,65000,"Rockford city, Illinois",147441,71355,76086,37.8,36.5,39.3,95946,32807,5284,26996,44771,5856,3704,4557,26500,31436,784,68369,33149,28862,95200,784,1962,98553,22600,13796,5931,69878,63170,54483,31268,26996,31814,5267,61881,1288565,62011,144678,144678,62011,36577,117193,17.0,65000.0,17677.3,POINT (-88.9740463 42.2693077),24.634435915144348
Texas Roadhouse,"5120 Broadway St, Quincy, IL 62305, United States",IL,4.1,2469.0,ChIJWU0rH1P43YcR2MlEqsyvtjg,39.934069,-91.3343518,62305.0,quincy,17,62367,"Quincy city, Illinois",40111,19235,20876,40.3,37.8,42.7,35685,2606,289,813,46935,1310,704,1425,29105,5966,688,19093,10937,6289,118800,688,1959,28060,8033,4419,1861,20604,19539,48553,39640,813,2549,289,19327,248345,17226,39112,39112,17226,9940,32848,17.0,62367.0,10122.9,POINT (-91.3343518 39.934069),81.54006170555165
Texas Roadhouse,"835 Cog Cir, Crystal Lake, IL 60014, United States",IL,4.4,3357.0,ChIJhfrokdNyD4gRp8lCP2PKMlc,42.2265168,-88.289887,60014.0,crystal lake,17,17887,"Crystal Lake city, Illinois",39685,19942,19743,39.9,39.4,40.3,36266,380,1372,4827,91456,443,283,171,39782,2604,1224,15195,10926,3467,233400,1224,1987,26565,5214,6980,2909,21889,20865,86264,34899,4827,380,1372,20515,572080,14393,39410,39410,14393,10967,31998,17.0,17887.0,14770.800000000001,POINT (-88.289887 42.2265168),21.178100921163477
Texas Roadhouse,"204 N Country Fair Dr, Champaign, IL 61821, United States",IL,4.5,3796.0,ChIJbT9gQ4nQDIgR4DfcWkh1XVk,40.1179244,-88.2810764,61821.0,champaign,17,12385,"Champaign city, Illinois",88288,46241,42047,27.3,26.2,28.6,54931,15946,12926,5747,49467,5432,1581,1173,30245,19174,922,39586,15348,19503,167000,922,1983,47675,7529,10346,8241,45437,43168,55926,34096,5747,15838,12874,42300,606680,34851,87809,87809,34851,15624,75333,17.0,12385.0,17082.0,POINT (-88.2810764 40.1179244),38.28278316202063
Texas Roadhouse,"1950 DeKalb Ave, Sycamore, IL 60178, United States",IL,4.3,2416.0,ChIJNc_Bc9wrD4gReB-nhT9HWaA,41.9674309,-88.7182892,60178.0,sycamore,17,74223,"Sycamore city, Illinois",17990,8195,9795,37.0,37.2,36.8,16096,756,383,1397,65924,374,275,246,33586,1714,915,7327,4675,2408,199500,915,1990,11590,2024,2825,1505,9694,9322,60341,45709,1397,716,383,9103,220175,7083,17819,17819,7083,4602,14419,17.0,74223.0,10388.8,POINT (-88.7182892 41.9674309),24.63443591514435
Texas Roadhouse,"401 Kimmell Rd, Vincennes, IN 47591, United States",IN,4.1,1212.0,ChIJMYfXSv3_bYgRV9hC3c1K0Wk,38.6582684,-87.5083281,47591.0,vincennes,18,79208,"Vincennes city, Indiana",17091,8437,8654,37.6,33.7,40.2,15159,939,192,580,39994,931,344,419,23862,3747,690,8492,3364,3923,77400,690,1961,10874,3225,873,444,8384,7946,55260,33403,580,933,192,7673,121420,7287,16765,16765,7287,4416,14419,18.0,79208.0,4969.2,POINT (-87.5083281 38.6582684),47.232013124073745
Texas Roadhouse,"11841 71st St, Kenosha, WI 53142, United States",WI,4.4,5069.0,ChIJ2dRxFjViBYgRvgM4ruB9UXM,42.5708393,-87.9516214,53142.0,kenosha,55,39225,"Kenosha city, Wisconsin",99767,48605,51162,36.5,34.8,37.7,76430,10646,2089,17817,56113,2491,1640,1792,28886,15049,923,41371,22060,16356,160900,923,1969,64925,16044,10106,5312,52537,48962,70899,37688,17817,10212,2051,48420,1118440,38416,98103,98103,38416,23621,79682,55.0,39225.0,22303.600000000002,POINT (-87.9516214 42.5708393),10.025119880277972
Texas Roadhouse,"2070 Calumet Ave, Dyer, IN 46311, United States",IN,4.4,4790.0,ChIJfZ-dHCjiEYgRV4A4-H1_E9I,41.4939528,-87.5099204,46311.0,dyer,18,19270,"Dyer town, Indiana",15933,7480,8453,47.3,45.9,48.4,13680,589,528,1692,86117,42,427,87,43929,924,1191,6424,5445,772,227400,1191,1991,12029,3167,2617,1491,8337,8067,75525,53136,1692,589,481,7998,219695,6217,15573,15573,6217,4802,13310,18.0,19270.0,21076.0,POINT (-87.5099204 41.4939528),10.902086580346962
Texas Roadhouse,"311 Veritas Drive, Auburn, IN 46706, United States",IN,4.3,454.0,ChIJaUqRgLsbFogRaj4RszCT8MA,41.3689427,-85.0795427,46706.0,auburn,18,2674,"Auburn city, Indiana",13209,6782,6427,36.4,35.2,37.5,12815,79,17,365,51855,269,218,314,27609,1604,704,6040,3911,1700,126000,704,1978,8829,3121,1344,373,7200,6788,75625,40088,365,79,17,6720,108320,5611,13064,13064,5611,3494,10585,18.0,2674.0,1952.1999999999998,POINT (-85.0795427 41.3689427),16.684711386012705
Texas Roadhouse,"4200 S Western Ave, Marion, IN 46953, United States",IN,4.4,1975.0,ChIJbRSlfmT_FIgRs0q9pIJQc20,40.5189357,-85.6742379,46953.0,marion,18,46908,"Marion city, Indiana",27730,12710,15020,36.4,37.1,35.6,21463,4232,313,1795,35252,1227,1015,725,20321,6608,685,13311,6279,4972,69800,685,1958,17486,5158,1606,978,12397,11211,31286,35451,1795,4098,313,10922,151720,11251,27015,27015,11251,6349,23264,18.0,46908.0,8690.0,POINT (-85.6742379 40.5189357),24.421504187614374
Texas Roadhouse,"270 S Marlin Dr, Greenwood, IN 46142, United States",IN,4.4,3760.0,ChIJidmuh8Nda4gRH6KCCNRi2es,39.611183,-86.1609454,46142.0,greenwood,18,29898,"Greenwood city, Indiana",58784,28511,30273,35.7,34.7,36.4,49646,2454,3907,4090,66103,644,788,622,32190,4312,1041,24784,13824,9157,167600,1041,1993,38589,10171,8106,3000,30580,29685,66341,45938,4090,2427,3907,29615,696165,22981,58016,58016,22981,15142,45631,18.0,29898.0,16544.0,POINT (-86.1609454 39.611183),5.1371241757627315
Texas Roadhouse,"10340 US-36, Avon, IN 46123, United States",IN,4.0,4835.0,ChIJqdF7fVOvbIgRgof7-EW3wGo,39.7644236,-86.3396073,46123.0,avon,18,2908,"Avon town, Indiana",18056,8720,9336,36.3,34.8,37.7,15135,1635,421,1196,93352,223,0,189,40854,637,1234,7066,5192,1435,212600,1234,2001,12189,2369,3781,1374,11377,10539,72821,37143,1196,1325,421,10403,243645,6627,17958,17958,6627,5042,14666,18.0,2908.0,19340.0,POINT (-86.3396073 39.7644236),12.310764062621281
Texas Roadhouse,"201 Turner St, Terre Haute, IN 47802, United States",IN,4.5,4929.0,ChIJf0QbBOd6bYgRhyEQIdEjFUE,39.437563,-87.4145019,47802.0,terre haute,18,75428,"Terre Haute city, Indiana",60690,31144,29546,32.6,31.6,34.0,49573,6813,1043,2112,37299,2535,2060,1874,22157,13463,754,26757,12802,10863,83800,754,1957,37217,9107,5249,2323,27782,25763,41471,27921,2112,6752,1041,25179,414710,23665,57170,57170,23665,12594,50968,18.0,75428.0,22180.5,POINT (-87.4145019 39.437563),48.76552765907967
Texas Roadhouse,"5107 Clinton Ave, Kokomo, IN 46902, United States",IN,4.3,3290.0,ChIJHzJJwBqFFIgRF5oOE6JNibo,40.4373342,-86.1263598,46902.0,kokomo,18,40392,"Kokomo city, Indiana",58066,27353,30713,40.0,37.5,42.6,47843,6396,941,2473,48830,1645,1468,1453,27624,8472,741,29561,16698,8838,93300,741,1964,40216,13403,4444,2173,27099,25554,51713,39129,2473,6214,941,24881,418590,25536,57139,57139,25536,14648,47130,18.0,40392.0,14147.0,POINT (-86.1263598 40.4373342),24.421504187614357
Texas Roadhouse,"757 Lewis-Clark Pkwy, Clarksville, IN 47129, United States",IN,4.5,5217.0,ChIJgRpx-wdyaYgRPe7AxX4ARE0,38.3149732,-85.7644949,47129.0,clarksville,18,12934,"Clarksville town, Indiana",21825,10396,11429,40.5,36.7,44.1,19480,1260,270,2443,46931,523,494,302,27467,2732,853,10249,5273,3720,128600,853,1970,15630,5125,1877,661,11761,11341,51538,29002,2443,1260,255,11238,211140,8993,21533,21533,8993,4669,18305,18.0,12934.0,23476.5,POINT (-85.7644949 38.3149732),42.044419157970644
Texas Roadhouse,"701 109th Pl, Crown Point, IN 46307, United States",IN,4.4,548.0,ChIJf9_0t2DvEYgR7o3V8W0Q5pM,41.4195996,-87.3242243,46307.0,crown point,18,16138,"Crown Point city, Indiana",30372,15242,15130,39.1,37.7,40.7,25794,1925,605,3334,82222,383,282,356,34388,1869,1119,11223,9395,1543,206400,1119,1985,21257,5503,4227,1913,14458,13859,78345,70066,3334,1866,531,13529,359625,10938,28942,28942,10938,7874,24261,18.0,16138.0,2411.2000000000003,POINT (-87.3242243 41.4195996),10.90208658034691
Texas Roadhouse,"3615 State Rte 38, Lafayette, IN 47905, United States",IN,4.4,3342.0,ChIJvw5uok8aE4gROgkE3G9iQIg,40.3943551,-86.8495595,47905.0,lafayette,18,40788,"Lafayette city, Indiana",72556,35880,36676,33.0,32.1,34.4,59628,6787,1258,9485,46925,2161,1620,1520,27112,11995,853,33570,15363,15826,119400,853,1971,47439,13575,8414,3672,39148,37185,57217,36171,9485,6722,1251,36444,611950,31189,71434,71434,31189,17356,58046,18.0,40788.0,14704.800000000001,POINT (-86.8495595 40.3943551),38.159461842184584
Texas Roadhouse,"2780 Merchant Mile, Columbus, IN 47201, United States",IN,4.4,4501.0,ChIJn6nBBFyga4gRqlo0qJhliQc,39.1988047,-85.9555265,47201.0,columbus,18,14734,"Columbus city, Indiana",48820,24250,24570,35.5,34.4,36.9,37598,1094,6393,3659,67387,1218,559,616,34375,6043,956,20922,11939,7527,174300,956,1979,32811,6501,7420,5458,25091,23844,78424,37226,3659,1094,6393,23380,386055,19466,48015,48015,19466,11849,38892,18.0,14734.0,19804.4,POINT (-85.9555265 39.1988047),30.53025757636218
Texas Roadhouse,"710 W Washington Center Rd, Fort Wayne, IN 46825, United States",IN,4.4,6034.0,ChIJEdmAl6njFYgRGPvpZLlzmnA,41.1332392,-85.1493781,46825.0,fort wayne,18,25000,"Fort Wayne city, Indiana",268378,130013,138365,35.3,33.8,36.8,193103,40350,13423,24465,51454,6473,5187,6330,27593,40703,777,118465,67730,40477,121600,777,1970,175125,42608,33037,12593,138638,130498,58734,34893,24465,39676,13423,128107,2594660,108207,265605,265605,108207,64526,212716,18.0,25000.0,26549.600000000002,POINT (-85.1493781 41.1332392),16.684711386012424
Texas Roadhouse,"3799 National Rd E, Richmond, IN 47374, United States",IN,4.4,3401.0,ChIJ4yMYyCgHQIgRtY-3p0V-W4Q,39.8306321,-84.8479527,47374.0,richmond,18,64260,"Richmond city, Indiana",35467,17062,18405,38.6,35.8,40.6,29592,2988,653,1706,40871,1272,1109,1109,23584,7307,704,17676,8000,6860,86300,704,1957,23986,6874,2796,1351,16603,15671,49141,32828,1706,2744,653,15490,253105,14860,34354,34354,14860,8675,29213,18.0,64260.0,14964.400000000001,POINT (-84.8479527 39.8306321),31.341774006887924
Texas Roadhouse,"110 S Franklin Rd, Bloomington, IN 47404, United States",IN,4.4,3363.0,ChIJKze1Pl1nbIgReK8qigR5m3E,39.1678502,-86.5716232,47404.0,bloomington,18,5860,"Bloomington city, Indiana",84691,42610,42081,24.0,23.9,24.2,68716,3762,8384,3621,41354,4562,2465,2301,25437,23353,946,35252,11276,20703,219200,946,1983,40259,5090,10171,8358,43927,40780,47487,27686,3621,3735,8369,38969,589160,31979,83938,83938,31979,12336,77096,18.0,5860.0,14797.2,POINT (-86.5716232 39.1678502),33.06502063685083
Texas Roadhouse,"12950 Publishers Dr, Fishers, IN 46038, United States",IN,4.4,2582.0,ChIJNYTQYw20FIgRoilA54o00Fo,39.9754017,-86.0029639,46038.0,fishers,18,23278,"Fishers city, Indiana",93488,45222,48266,36.5,35.9,37.4,77801,5415,6684,3223,108361,723,108,424,50208,2727,1240,34999,26048,7805,280300,1240,2001,60343,5772,24560,11752,51902,50350,103114,49844,3223,5363,6603,49906,1122455,33853,93356,93356,33853,25477,71828,18.0,23278.0,11360.800000000001,POINT (-86.0029639 39.9754017),6.882642987653661
Texas Roadhouse,"1405 Shadeland Ave, Indianapolis, IN 46219, United States",IN,4.2,6093.0,ChIJpaX5CANPa4gR93eNx2bI2xg,39.7874876,-86.0449274,46219.0,indianapolis,18,36003,"Indianapolis city (balance), Indiana",869387,418738,450649,34.2,33.1,35.2,512585,251815,32342,90534,50813,28639,15803,16975,29839,143977,911,386986,184977,157848,145200,911,1971,572580,129548,118823,45674,451185,425293,61662,34042,90534,248897,31624,417954,9384160,342825,859721,859721,342825,186839,688788,18.0,36003.0,25590.600000000002,POINT (-86.0449274 39.7874876),8.904299338546181
Texas Roadhouse,"6130 US-6, Portage, IN 46368, United States",IN,4.4,3189.0,ChIJ75zpuJ6VEYgRgxuKzZIiFjk,41.55116,-87.1767942,46368.0,portage,18,61092,"Portage city, Indiana",36524,17326,19198,37.6,35.8,39.8,30198,3366,312,6884,59731,686,863,798,27674,5183,936,15235,9864,4522,156600,936,1978,25237,8948,2863,965,18441,17327,63500,60718,6884,3186,312,16875,467990,14386,36303,36303,14386,9479,29768,18.0,61092.0,14031.6,POINT (-87.1767942 41.55116),11.868370286202175
Texas Roadhouse,"14758 Greyhound Plaza, Carmel, IN 46032, United States",IN,4.3,1663.0,ChIJM--gLy6vFIgRbGrZrfqaCfs,40.0024975,-86.1280769,46032.0,carmel,18,10342,"Carmel city, Indiana",99130,47891,51239,40.0,39.5,40.5,81094,3181,10646,3490,115109,724,372,489,60329,3081,1247,39652,28302,9067,352400,1247,1994,66507,5094,27136,13843,54258,52792,116240,37230,3490,3153,10646,52248,1097605,37369,98711,98711,37369,27786,78621,18.0,10342.0,7150.9,POINT (-86.1280769 40.0024975),6.882642987653712
Texas Roadhouse,"3015 Brittany Ct, Elkhart, IN 46514, United States",IN,4.4,4995.0,ChIJmfhZiv_cFogRq1_UaqVqdso,41.729877,-85.972405,46514.0,elkhart,18,20728,"Elkhart city, Indiana",52657,24944,27713,33.4,31.0,36.2,38533,7500,424,13998,40101,2211,1153,1808,20806,11420,787,23522,10491,10286,96500,787,1965,33242,9975,3557,978,25400,23697,51518,33212,13998,7439,424,22888,419620,20777,51903,51903,20777,12152,40078,18.0,20728.0,21978.0,POINT (-85.972405 41.729877),16.08415507684884
Texas Roadhouse,"4635 S Michigan St, South Bend, IN 46614, United States",IN,4.3,3901.0,ChIJg-7Lf67MFogROZjHCY3ok2c,41.6270807,-86.2520485,46614.0,south bend,18,71000,"South Bend city, Indiana",102686,48719,53967,33.7,32.7,35.1,61565,26049,1871,16076,42657,3941,2418,2444,24969,21460,814,46489,22884,16825,88600,814,1955,65055,15107,10147,5420,49610,46628,48832,34061,16076,25532,1850,45552,856140,39709,101173,101173,39709,22276,79889,18.0,71000.0,16774.3,POINT (-86.2520485 41.6270807),16.08415507684885
Texas Roadhouse,"9111 N Michigan Rd, Indianapolis, IN 46268, United States",IN,4.2,3846.0,ChIJpQY7qTJVa4gR-mXS-J1C6N0,39.9196318,-86.2256419,46268.0,indianapolis,18,36003,"Indianapolis city (balance), Indiana",869387,418738,450649,34.2,33.1,35.2,512585,251815,32342,90534,50813,28639,15803,16975,29839,143977,911,386986,184977,157848,145200,911,1971,572580,129548,118823,45674,451185,425293,61662,34042,90534,248897,31624,417954,9384160,342825,859721,859721,342825,186839,688788,18.0,36003.0,16153.2,POINT (-86.2256419 39.9196318),7.712208592841729
Texas Roadhouse,"1925 E 60th St, Anderson, IN 46013, United States",IN,4.2,3147.0,ChIJ6W03ZGXXFIgRi5kUNgFH5Dw,40.0544703,-85.6544562,46013.0,anderson,18,1468,"Anderson city, Indiana",54476,26476,28000,39.4,37.4,41.3,41867,8228,493,3223,37110,2276,1835,1805,22971,11936,781,28255,13074,10238,78600,781,1961,37683,12333,3487,1743,25002,23387,46498,33164,3223,8155,493,23030,551270,23312,53407,53407,23312,13044,44916,18.0,1468.0,13217.400000000001,POINT (-85.6544562 40.0544703),18.137495856080623
Texas Roadhouse,"7900 Eagle Crest Blvd, Evansville, IN 47716, United States",IN,4.4,4793.0,ChIJAW1KwZ4sbogRd60iCwstSKo,37.9758913,-87.4563121,47716.0,evansville,18,22000,"Evansville city, Indiana",118414,56982,61432,37.7,36.1,39.1,94920,15570,1292,3857,42623,4197,3249,3405,25476,24032,797,58695,28330,23376,98600,797,1958,81900,23231,11559,4506,60285,56519,48253,36858,3857,15497,1292,55513,1020520,51706,116191,116191,51706,28172,96956,18.0,22000.0,21089.2,POINT (-87.4563121 37.9758913),24.936414634284283
