placeName,totalPopulation,malePopulation,femalePopulation,medianAge,medianAgeMale,medianAgeFemale,whitePopulation,blackPopulation,asianPopulation,hispanicPopulation,medianHouseholdIncome,incomeBelow10k,income10kTo15k,income15kTo25k,perCapitaIncome,populationBelowPoverty,medianGrossRent,totalHousingUnits,ownerOccupiedHousingUnits,renterOccupiedHousingUnits,medianHomeValue,medianMonthlyHousingCosts,medianYearStructureBuilt,totalEducationPopulation,bachelorsDegree,mastersDegree,doctorateDegree,employedPopulation,occupationData,managementOccupation,serviceOccupation,foreignBornPopulation,notHispanicWhitePopulation,notHispanicBlackPopulation,commuters,meanTravelTime,carAvailability,disabilityPopulation,healthInsurancePopulation,householdPopulation,singleParentHouseholds,unmarriedPartners,marriedPopulation,state,place,stateFIPS,placeFIPS,city,zip,latitude,longitude
"Aiken city, South Carolina",31428,14618,16810,46.1,42.1,49.2,19329,10454,550,714,56202,1031,675,397,35156,3759,971,14725,8657,4437,199100,971,1985,22563,4377,5603,3045,14084,13494,75160,42210,714,10342,542,13347,305270,13094,30789,30789,13094,8339,,26412,SC,550,45,550,AIKEN,29803,33.45889,-81.70076
"Aiken city, South Carolina",31428,14618,16810,46.1,42.1,49.2,19329,10454,550,714,56202,1031,675,397,35156,3759,971,14725,8657,4437,199100,971,1985,22563,4377,5603,3045,14084,13494,75160,42210,714,10342,542,13347,305270,13094,30789,30789,13094,8339,,26412,SC,550,45,550,AIKEN,29804,33.5604,-81.7196
"Aiken city, South Carolina",31428,14618,16810,46.1,42.1,49.2,19329,10454,550,714,56202,1031,675,397,35156,3759,971,14725,8657,4437,199100,971,1985,22563,4377,5603,3045,14084,13494,75160,42210,714,10342,542,13347,305270,13094,30789,30789,13094,8339,,26412,SC,550,45,550,AIKEN,29805,33.6495,-81.61044
"Allendale town, South Carolina",2953,1343,1610,38.7,30.8,43.7,411,2523,8,55,18680,193,332,134,13481,1114,759,1614,728,496,39300,759,1974,1867,598,145,62,1025,911,26926,-666666666,55,2523,8,911,20845,1224,2953,2953,1224,783,,2245,SC,955,45,955,ALLENDALE,29810,32.99358,-81.3798
"Allendale town, South Carolina",2953,1343,1610,38.7,30.8,43.7,411,2523,8,55,18680,193,332,134,13481,1114,759,1614,728,496,39300,759,1974,1867,598,145,62,1025,911,26926,-666666666,55,2523,8,911,20845,1224,2953,2953,1224,783,,2245,SC,955,45,955,ALLENDALE,29836,33.09046,-81.50026
"Anderson city, South Carolina",27387,12609,14778,34.7,32.1,38.3,16919,9374,68,972,33569,1509,967,713,23342,5879,743,12847,5427,6067,138000,743,1973,17643,4370,2620,945,12897,11913,42762,29648,972,9271,68,11788,225405,11494,26571,26571,11494,6046,,22297,SC,1360,45,1360,ANDERSON,29621,34.50598,-82.60328
"Anderson city, South Carolina",27387,12609,14778,34.7,32.1,38.3,16919,9374,68,972,33569,1509,967,713,23342,5879,743,12847,5427,6067,138000,743,1973,17643,4370,2620,945,12897,11913,42762,29648,972,9271,68,11788,225405,11494,26571,26571,11494,6046,,22297,SC,1360,45,1360,ANDERSON,29622,34.5034,-82.6501
"Anderson city, South Carolina",27387,12609,14778,34.7,32.1,38.3,16919,9374,68,972,33569,1509,967,713,23342,5879,743,12847,5427,6067,138000,743,1973,17643,4370,2620,945,12897,11913,42762,29648,972,9271,68,11788,225405,11494,26571,26571,11494,6046,,22297,SC,1360,45,1360,ANDERSON,29623,34.5034,-82.6501
"Anderson city, South Carolina",27387,12609,14778,34.7,32.1,38.3,16919,9374,68,972,33569,1509,967,713,23342,5879,743,12847,5427,6067,138000,743,1973,17643,4370,2620,945,12897,11913,42762,29648,972,9271,68,11788,225405,11494,26571,26571,11494,6046,,22297,SC,1360,45,1360,ANDERSON,29624,34.43778,-82.62553
"Anderson city, South Carolina",27387,12609,14778,34.7,32.1,38.3,16919,9374,68,972,33569,1509,967,713,23342,5879,743,12847,5427,6067,138000,743,1973,17643,4370,2620,945,12897,11913,42762,29648,972,9271,68,11788,225405,11494,26571,26571,11494,6046,,22297,SC,1360,45,1360,ANDERSON,29624,34.43778,-82.62553
"Anderson city, South Carolina",27387,12609,14778,34.7,32.1,38.3,16919,9374,68,972,33569,1509,967,713,23342,5879,743,12847,5427,6067,138000,743,1973,17643,4370,2620,945,12897,11913,42762,29648,972,9271,68,11788,225405,11494,26571,26571,11494,6046,,22297,SC,1360,45,1360,ANDERSON,29625,34.55577,-82.76294
"Anderson city, South Carolina",27387,12609,14778,34.7,32.1,38.3,16919,9374,68,972,33569,1509,967,713,23342,5879,743,12847,5427,6067,138000,743,1973,17643,4370,2620,945,12897,11913,42762,29648,972,9271,68,11788,225405,11494,26571,26571,11494,6046,,22297,SC,1360,45,1360,ANDERSON,29626,34.46004,-82.76057
"Andrews town, South Carolina",3041,1494,1547,34.2,36.6,28.9,850,2089,0,120,38243,57,56,62,24698,881,912,1340,741,396,93000,912,1982,1889,460,125,52,1641,1629,31875,35750,120,2089,0,1547,64970,1137,3041,3041,1137,925,,2278,SC,1450,45,1450,ANDREWS,29510,33.45326,-79.61068
"Arcadia CDP, South Carolina",2991,1589,1402,27.2,26.6,33.7,1959,522,35,1496,31768,159,27,74,14325,597,1010,1337,480,682,47400,1010,1983,1730,549,178,51,1578,1421,-666666666,14813,1496,522,35,1421,33230,1162,2991,2991,1162,573,,2302,SC,2080,45,2080,ARCADIA,29320,34.95847,-81.9922
"Arial CDP, South Carolina",2158,1156,1002,39.2,37.3,46.3,1974,118,13,236,53478,79,42,51,25283,351,839,1131,812,140,131600,839,1975,1543,327,229,63,1011,979,84239,38026,236,118,13,964,22020,952,2158,2158,952,674,,1840,SC,2440,45,2440,ARIAL,29640,34.88706,-82.57725
"Arkwright CDP, South Carolina",2493,1163,1330,32,35,31.5,1041,877,60,488,43211,89,116,84,18745,542,699,988,575,250,76900,699,1977,1473,437,117,59,1032,898,-666666666,38050,488,877,60,751,16840,825,2493,2493,825,554,,2010,SC,2530,45,2530,ARKWRIGHT,29306,34.89338,-81.92177
"Arthurtown CDP, South Carolina",2793,1201,1592,21.7,21.4,22,1083,1555,81,24,26307,210,83,102,10640,1594,852,1250,202,703,58900,852,2002,649,215,146,0,1457,1382,-666666666,46250,24,1552,81,1307,27605,905,2793,2793,905,217,,2674,SC,2665,45,2665,ARTHURTOWN,29201,33.98381,-81.02829
"Awendaw town, South Carolina",1744,989,755,53.3,50.3,58.2,729,1006,0,0,56354,74,85,27,30617,224,944,734,631,49,230600,944,1993,1400,488,193,98,914,772,40000,27014,0,1006,0,743,25410,680,1744,1744,680,467,,1554,SC,3385,45,3385,AWENDAW,29429,32.98699,-79.68011
"Bamberg town, South Carolina",3240,1613,1627,47.5,38.7,52.1,1422,1773,0,21,40286,147,116,191,22858,892,630,1724,873,376,77000,630,1977,2275,423,293,146,1104,1070,-666666666,36486,21,1773,0,1070,30535,1249,3122,3122,1249,676,,2850,SC,3790,45,3790,BAMBERG,29003,33.24135,-81.01838
"Bamberg town, South Carolina",3240,1613,1627,47.5,38.7,52.1,1422,1773,0,21,40286,147,116,191,22858,892,630,1724,873,376,77000,630,1977,2275,423,293,146,1104,1070,-666666666,36486,21,1773,0,1070,30535,1249,3122,3122,1249,676,,2850,SC,3790,45,3790,BAMBERG,29038,33.37494,-80.98095
"Barnwell city, South Carolina",4373,1945,2428,34.4,30.9,39.2,1803,2398,0,0,30750,384,143,102,17986,1445,665,2072,982,678,105800,665,1969,2689,1042,139,223,1669,1582,36705,51705,0,2398,0,1572,37240,1660,4248,4248,1660,1074,,3251,SC,4060,45,4060,BARNWELL,29812,33.21185,-81.37911
"Barnwell city, South Carolina",4373,1945,2428,34.4,30.9,39.2,1803,2398,0,0,30750,384,143,102,17986,1445,665,2072,982,678,105800,665,1969,2689,1042,139,223,1669,1582,36705,51705,0,2398,0,1572,37240,1660,4248,4248,1660,1074,,3251,SC,4060,45,4060,BARNWELL,29813,33.2446,81.3584
"Batesburg-Leesville town, South Carolina",5504,2355,3149,39,40.1,38.4,2523,2526,14,340,50026,212,87,96,21923,936,768,2366,1335,648,112300,768,1968,3751,1423,405,79,2579,2452,52865,31862,340,2526,14,2375,60105,1983,5504,5504,1983,1486,,4385,SC,4300,45,4300,BATESBURG-LEESVILLE,29006,33.87673,-81.55294
"Baxter Village CDP, South Carolina",4694,2191,2503,43.1,45.4,41.9,4562,0,22,131,124914,0,0,0,62207,0,2287,1689,1570,119,397900,2287,2005,3174,150,1519,567,2261,2105,117350,-666666666,131,0,22,2074,46640,1689,4694,4694,1689,1381,,3598,SC,4528,45,4528,BAXTER VILLAGE,29708,35.04655,-80.98604
"Beaufort city, South Carolina",13417,6196,7221,36.5,32.2,40.9,8720,3580,296,898,54061,408,373,106,34139,2306,941,5815,2936,2031,229600,941,1986,9240,2016,1856,1012,5858,5666,53370,47222,898,3570,296,6553,105105,4967,11841,11841,4967,3170,,11095,SC,4690,45,4690,BEAUFORT,29901,32.4316,-80.67
"Beaufort city, South Carolina",13417,6196,7221,36.5,32.2,40.9,8720,3580,296,898,54061,408,373,106,34139,2306,941,5815,2936,2031,229600,941,1986,9240,2016,1856,1012,5858,5666,53370,47222,898,3570,296,6553,105105,4967,11841,11841,4967,3170,,11095,SC,4690,45,4690,BEAUFORT,29902,32.37426,-80.69438
"Beaufort city, South Carolina",13417,6196,7221,36.5,32.2,40.9,8720,3580,296,898,54061,408,373,106,34139,2306,941,5815,2936,2031,229600,941,1986,9240,2016,1856,1012,5858,5666,53370,47222,898,3570,296,6553,105105,4967,11841,11841,4967,3170,,11095,SC,4690,45,4690,BEAUFORT,29903,32.4316,-80.6698
"Beaufort city, South Carolina",13417,6196,7221,36.5,32.2,40.9,8720,3580,296,898,54061,408,373,106,34139,2306,941,5815,2936,2031,229600,941,1986,9240,2016,1856,1012,5858,5666,53370,47222,898,3570,296,6553,105105,4967,11841,11841,4967,3170,,11095,SC,4690,45,4690,BEAUFORT,29904,32.47899,-80.72198
"Beaufort city, South Carolina",13417,6196,7221,36.5,32.2,40.9,8720,3580,296,898,54061,408,373,106,34139,2306,941,5815,2936,2031,229600,941,1986,9240,2016,1856,1012,5858,5666,53370,47222,898,3570,296,6553,105105,4967,11841,11841,4967,3170,,11095,SC,4690,45,4690,BEAUFORT,29906,32.44521,-80.75159
"Beaufort city, South Carolina",13417,6196,7221,36.5,32.2,40.9,8720,3580,296,898,54061,408,373,106,34139,2306,941,5815,2936,2031,229600,941,1986,9240,2016,1856,1012,5858,5666,53370,47222,898,3570,296,6553,105105,4967,11841,11841,4967,3170,,11095,SC,4690,45,4690,BEAUFORT,29907,32.45326,-80.60926
"Beech Island CDP, South Carolina",1165,738,427,39,38.2,58.7,372,793,0,0,33173,25,32,43,18793,127,686,545,372,68,95700,686,1977,838,297,49,17,385,334,-666666666,35921,0,793,0,325,7940,440,1165,1165,440,344,,986,SC,4915,45,4915,BEECH ISLAND,29842,33.44559,-81.8645
"Belton city, South Carolina",4436,1896,2540,38.7,38.8,38.6,3570,689,5,184,32363,50,231,76,26782,732,730,1901,1066,639,96400,730,1960,3110,824,232,134,2070,1985,24360,42674,184,660,5,1939,52135,1705,4436,4436,1705,1026,,3323,SC,5365,45,5365,BELTON,29627,34.51807,-82.47861
"Belvedere CDP, South Carolina",5557,2587,2970,38.3,36.5,39.5,3730,1425,18,216,50390,100,197,97,22877,710,748,2733,1690,628,106100,748,1967,3650,1393,370,154,2582,2418,50825,45833,216,1425,18,2330,48170,2318,5557,5557,2318,1503,,4337,SC,5410,45,5410,BELVEDERE,29841,33.52508,-81.93954
"Ben Avon CDP, South Carolina",2189,1276,913,37.2,38.4,36.1,1561,524,69,23,39217,147,82,20,34234,375,844,1270,579,530,155700,844,1975,1625,425,456,84,1170,1127,54583,9545,23,524,69,1119,22895,1109,2183,2183,1109,510,,1769,SC,5545,45,5545,BEN AVON,29302,34.89399,-81.84151
"Bennettsville city, South Carolina",7905,4009,3896,35.8,34.5,37.7,2451,4971,43,319,29556,553,267,236,14531,1929,574,3511,1388,1298,88200,574,1973,5155,1882,304,136,2801,2565,36667,33385,319,4971,43,2428,49330,2686,6627,6627,2686,1431,,6148,SC,5680,45,5680,BENNETTSVILLE,29512,34.62733,-79.71091
"Bennettsville city, South Carolina",7905,4009,3896,35.8,34.5,37.7,2451,4971,43,319,29556,553,267,236,14531,1929,574,3511,1388,1298,88200,574,1973,5155,1882,304,136,2801,2565,36667,33385,319,4971,43,2428,49330,2686,6627,6627,2686,1431,,6148,SC,5680,45,5680,BENNETTSVILLE,29516,34.44323,-79.62414
"Bennettsville city, South Carolina",7905,4009,3896,35.8,34.5,37.7,2451,4971,43,319,29556,553,267,236,14531,1929,574,3511,1388,1298,88200,574,1973,5155,1882,304,136,2801,2565,36667,33385,319,4971,43,2428,49330,2686,6627,6627,2686,1431,,6148,SC,5680,45,5680,BENNETTSVILLE,29593,34.49462,-79.85429
"Berea CDP, South Carolina",15104,7502,7602,37.8,35.1,39.8,8714,2896,321,3830,37186,500,309,396,20557,2999,834,5836,3297,2291,124100,834,1977,10262,3079,1047,410,7496,6966,47500,30074,3830,2896,319,6850,199705,5588,14885,14885,5588,3455,,12203,SC,5770,45,5770,BEREA,29611,34.83137,-82.45965
"Bishopville city, South Carolina",3043,1595,1448,42.1,42.3,41.5,935,2098,0,37,32297,199,168,89,20286,683,751,1574,631,679,120700,751,1971,2020,673,163,116,1262,1136,51944,38443,37,2098,0,1104,25565,1310,2916,2916,1310,727,,2478,SC,6310,45,6310,BISHOPVILLE,29010,34.21487,-80.26946
"Blacksburg town, South Carolina",2101,928,1173,32,30.1,32.4,1545,460,20,114,19316,237,83,113,14421,596,609,957,310,521,85200,609,1976,1287,443,98,42,860,773,58000,20500,114,460,20,764,18185,831,2101,2101,831,368,,1597,SC,6400,45,6400,BLACKSBURG,29702,35.11674,-81.47884
"Blackville town, South Carolina",2037,861,1176,37.6,30.6,41.4,318,1678,0,41,21038,132,186,50,17622,823,780,1087,550,240,65000,780,1976,1342,530,58,70,831,752,-666666666,24420,41,1678,0,740,22500,790,2037,2037,790,414,,1642,SC,6490,45,6490,BLACKVILLE,29817,33.36989,-81.27096
"Bluffton town, South Carolina",23176,11236,11940,41.2,41.2,41.1,18693,1569,384,3172,85844,234,44,128,44326,974,1761,9345,6987,1517,299700,1761,2008,16107,2377,4523,2211,11919,11644,62957,26314,3172,1547,384,11571,267335,8504,23027,23027,8504,6169,,18510,SC,7210,45,7210,BLUFFTON,29910,32.2204,-80.88277
"Blythewood town, South Carolina",3646,1659,1987,43.5,43.1,46.3,2153,1167,94,235,86964,55,13,0,43593,165,950,1488,1023,333,304000,950,2002,2504,255,649,270,1772,1756,75288,90810,235,1167,94,1785,45765,1356,3590,3590,1356,960,,2896,SC,7255,45,7255,BLYTHEWOOD,29016,34.20367,-80.99296
"Boiling Springs CDP, South Carolina",9953,4607,5346,35.8,34.4,37.6,7373,1423,438,599,63529,111,57,153,31031,224,889,3849,2930,862,166600,889,2000,6547,1706,1052,416,4998,4707,53426,37061,599,1423,438,4671,106450,3792,9927,9927,3792,2674,,7722,SC,7345,45,7345,BOILING SPRINGS,29316,35.04179,-81.9766
"Bonneau town, South Carolina",1801,260,1541,38.1,30.8,47.2,456,1337,0,1,-666666666,24,101,71,12337,961,1269,448,378,35,24700,1269,1976,1007,461,167,10,493,476,28750,41750,1,1337,0,474,17300,413,1801,1801,413,372,,1545,SC,7525,45,7525,BONNEAU,29431,33.27708,-79.87711
"Bonneau Beach CDP, South Carolina",1294,720,574,56.8,53.6,59.4,1231,0,0,0,44609,38,0,13,23598,69,720,646,391,142,168400,720,1991,1035,290,157,46,394,394,64922,-666666666,0,0,0,373,11135,533,1294,1294,533,403,,1035,SC,7535,45,7535,BONNEAU BEACH,29431,33.27708,-79.87711
"Branchville town, South Carolina",1223,508,715,52.2,57.2,47.7,577,604,0,8,30029,191,28,20,19360,311,475,641,265,295,71100,475,1980,982,275,76,10,557,498,51429,18635,8,604,0,465,14740,560,1207,1207,560,323,,1119,SC,8245,45,8245,BRANCHVILLE,29432,33.2294,-80.81428
"Brookdale CDP, South Carolina",4740,2173,2567,32.7,26.8,37.1,40,4666,0,10,28156,284,193,192,13948,1583,629,2584,890,836,80300,629,1976,3128,945,274,117,2225,1707,-666666666,30186,10,4656,0,1699,35350,1726,4740,4740,1726,949,,3735,SC,9527,45,9527,BROOKDALE,29115,33.47673,-80.84758
"Buffalo CDP, South Carolina",1020,416,604,48.9,53.3,40.1,783,237,0,8,-666666666,43,13,142,17911,174,-666666666,583,370,144,45500,-666666666,1980,730,184,64,0,497,449,-666666666,11875,8,237,0,449,6505,514,1020,1020,514,244,,891,SC,10090,45,10090,BUFFALO,29321,34.71975,-81.74151
"Burnettown town, South Carolina",2731,1314,1417,37.7,37.4,37.9,2246,451,0,157,50074,171,0,102,26893,611,859,1322,664,433,143300,859,1976,1792,641,232,151,1211,1107,85541,83438,157,451,0,1023,23935,1097,2731,2731,1097,785,,2111,SC,10270,45,10270,BURNETTOWN,29828,33.52299,-81.82891
"Burton CDP, South Carolina",8779,4274,4505,28.4,26.7,35,4418,3562,46,1353,51664,150,209,154,21770,1139,1039,3224,1532,1293,121700,1039,1985,5117,2091,471,113,4555,4223,34188,28039,1353,3513,46,4312,107635,2825,8615,8615,2825,1889,,6910,SC,10360,45,10360,BURTON,29902,32.37426,-80.69438
"Calhoun Falls town, South Carolina",1814,826,988,40.3,32,47.3,622,1141,0,21,24861,150,62,76,22906,523,523,998,472,315,51200,523,1967,1162,474,131,29,726,653,-666666666,43333,21,1141,0,647,20070,787,1814,1814,787,421,,1602,SC,10720,45,10720,CALHOUN FALLS,29628,34.09253,-82.55821
"Camden city, South Carolina",7185,3285,3900,44.7,40.9,48.6,4369,2543,0,548,49059,374,319,140,33500,965,648,3395,2191,747,181300,648,1968,5217,1096,1412,522,3125,2911,65033,63371,548,2507,0,2881,60280,2938,7073,7073,2938,1727,,5810,SC,10855,45,10855,CAMDEN,29020,34.31036,-80.59334
"Camden city, South Carolina",7185,3285,3900,44.7,40.9,48.6,4369,2543,0,548,49059,374,319,140,33500,965,648,3395,2191,747,181300,648,1968,5217,1096,1412,522,3125,2911,65033,63371,548,2507,0,2881,60280,2938,7073,7073,2938,1727,,5810,SC,10855,45,10855,CAMDEN,29021,34.246,-80.607
"Camp Croft CDP, South Carolina",1991,845,1146,38.5,39,36.8,700,757,480,57,37125,68,58,48,20078,478,828,812,468,291,97200,828,1962,1292,588,189,56,969,782,35125,30332,57,757,480,782,13955,759,1991,1991,759,535,,1558,SC,11035,45,11035,CAMP CROFT,29302,34.89399,-81.84151
"Cane Savannah CDP, South Carolina",1052,502,550,44.3,45.2,44,557,486,0,37,57257,15,18,60,31633,136,690,544,379,88,99800,690,1991,790,246,85,35,617,554,55250,29005,37,486,0,548,14505,467,1052,1052,467,240,,880,SC,11350,45,11350,CANE SAVANNAH,29154,33.88515,-80.47547
"Capitol View CDP, South Carolina",3604,1679,1925,34.8,31.6,37.5,1071,2319,66,69,50684,78,39,133,31034,186,889,1836,750,847,114000,889,1969,2561,619,384,203,2089,1736,42174,32471,69,2308,66,1695,30390,1597,3577,3577,1597,871,,3057,SC,11620,45,11620,CAPITOL VIEW,29209,33.92442,-80.95284
"Carolina Forest CDP, South Carolina",23426,11045,12381,37.3,37.5,36.8,20642,1479,677,1338,60652,687,152,212,28332,3799,1199,9434,5715,2551,235500,1199,2005,15951,3750,3672,1190,11735,10679,45179,31050,1338,1459,664,10608,220010,8266,23390,23390,8266,5978,,18826,SC,11833,45,11833,CAROLINA FOREST,29579,33.76052,-78.91463
"Catawba CDP, South Carolina",1069,596,473,43.2,35.9,54.2,615,306,59,49,48250,0,36,24,29230,308,-666666666,491,353,99,-666666666,-666666666,1988,815,159,238,12,585,524,210714,-666666666,49,299,59,512,19180,452,1069,1069,452,247,,931,SC,12430,45,12430,CATAWBA,29704,34.82293,-80.91592
"Cayce city, South Carolina",13964,7197,6767,35.5,33.6,38.5,9591,3200,688,398,52713,397,399,318,28423,2703,1024,6594,3426,2784,128300,1024,1970,9155,2082,1783,808,7947,7522,45294,38036,398,3138,688,7395,147585,6210,13943,13943,6210,3116,,12119,SC,12655,45,12655,CAYCE,29033,33.9552,-81.05691
"Centerville CDP, South Carolina",6816,3038,3778,42,42.7,41.2,5634,925,42,239,54253,142,85,261,31029,571,771,3119,2412,476,155200,771,1987,4776,1245,592,323,3575,3507,54423,39402,239,925,42,3359,65105,2888,6816,6816,2888,1776,,5376,SC,12965,45,12965,CENTERVILLE,29625,34.55577,-82.76294
"Central town, South Carolina",5342,2191,3151,23.4,24.1,23,3580,786,261,211,31233,357,224,203,16977,1744,693,2736,429,2016,112500,693,1991,2478,389,609,280,2975,2656,54583,41016,211,786,261,2595,50915,2445,5342,5342,2445,864,,4638,SC,13015,45,13015,CENTRAL,29630,34.73882,-82.79646
"Chapin town, South Carolina",1698,714,984,37.5,35.6,38.5,1455,136,34,79,59514,35,5,48,31873,93,1295,738,577,131,143100,1295,2002,1166,264,258,108,938,858,63929,70938,79,136,34,860,22910,708,1693,1693,708,442,,1338,SC,13150,45,13150,CHAPIN,29036,34.13396,-81.33622
"Chapin town, South Carolina",1698,714,984,37.5,35.6,38.5,1455,136,34,79,59514,35,5,48,31873,93,1295,738,577,131,143100,1295,2002,1166,264,258,108,938,858,63929,70938,79,136,34,860,22910,708,1693,1693,708,442,,1338,SC,13150,45,13150,CHAPIN,29075,34.19985,-81.37581
"Charleston city, South Carolina",137041,64293,72748,35.3,34.3,36.4,101247,28468,2855,4973,72071,4381,1498,2195,46575,16579,1318,65278,31726,25500,349000,1318,1988,97671,14892,32940,12928,76892,74267,67074,32790,4973,28389,2855,74136,1541280,57226,135620,135620,57226,29539,,117794,SC,13330,45,13330,CHARLESTON,29401,32.77868,-79.9354
"Charleston city, South Carolina",137041,64293,72748,35.3,34.3,36.4,101247,28468,2855,4973,72071,4381,1498,2195,46575,16579,1318,65278,31726,25500,349000,1318,1988,97671,14892,32940,12928,76892,74267,67074,32790,4973,28389,2855,74136,1541280,57226,135620,135620,57226,29539,,117794,SC,13330,45,13330,CHARLESTON,29402,32.7765,-79.9311
"Charleston city, South Carolina",137041,64293,72748,35.3,34.3,36.4,101247,28468,2855,4973,72071,4381,1498,2195,46575,16579,1318,65278,31726,25500,349000,1318,1988,97671,14892,32940,12928,76892,74267,67074,32790,4973,28389,2855,74136,1541280,57226,135620,135620,57226,29539,,117794,SC,13330,45,13330,CHARLESTON,29403,32.80347,-79.94561
"Charleston city, South Carolina",137041,64293,72748,35.3,34.3,36.4,101247,28468,2855,4973,72071,4381,1498,2195,46575,16579,1318,65278,31726,25500,349000,1318,1988,97671,14892,32940,12928,76892,74267,67074,32790,4973,28389,2855,74136,1541280,57226,135620,135620,57226,29539,,117794,SC,13330,45,13330,CHARLESTON,29407,32.79912,-79.99872
"Charleston city, South Carolina",137041,64293,72748,35.3,34.3,36.4,101247,28468,2855,4973,72071,4381,1498,2195,46575,16579,1318,65278,31726,25500,349000,1318,1988,97671,14892,32940,12928,76892,74267,67074,32790,4973,28389,2855,74136,1541280,57226,135620,135620,57226,29539,,117794,SC,13330,45,13330,CHARLESTON,29412,32.70979,-79.95115
"Charleston city, South Carolina",137041,64293,72748,35.3,34.3,36.4,101247,28468,2855,4973,72071,4381,1498,2195,46575,16579,1318,65278,31726,25500,349000,1318,1988,97671,14892,32940,12928,76892,74267,67074,32790,4973,28389,2855,74136,1541280,57226,135620,135620,57226,29539,,117794,SC,13330,45,13330,CHARLESTON,29413,32.7765,-79.9311
"Charleston city, South Carolina",137041,64293,72748,35.3,34.3,36.4,101247,28468,2855,4973,72071,4381,1498,2195,46575,16579,1318,65278,31726,25500,349000,1318,1988,97671,14892,32940,12928,76892,74267,67074,32790,4973,28389,2855,74136,1541280,57226,135620,135620,57226,29539,,117794,SC,13330,45,13330,CHARLESTON,29414,32.84479,-80.10756
"Charleston city, South Carolina",137041,64293,72748,35.3,34.3,36.4,101247,28468,2855,4973,72071,4381,1498,2195,46575,16579,1318,65278,31726,25500,349000,1318,1988,97671,14892,32940,12928,76892,74267,67074,32790,4973,28389,2855,74136,1541280,57226,135620,135620,57226,29539,,117794,SC,13330,45,13330,CHARLESTON,29416,32.7765,-79.9311
"Charleston city, South Carolina",137041,64293,72748,35.3,34.3,36.4,101247,28468,2855,4973,72071,4381,1498,2195,46575,16579,1318,65278,31726,25500,349000,1318,1988,97671,14892,32940,12928,76892,74267,67074,32790,4973,28389,2855,74136,1541280,57226,135620,135620,57226,29539,,117794,SC,13330,45,13330,CHARLESTON,29417,32.7765,-79.9311
"Charleston city, South Carolina",137041,64293,72748,35.3,34.3,36.4,101247,28468,2855,4973,72071,4381,1498,2195,46575,16579,1318,65278,31726,25500,349000,1318,1988,97671,14892,32940,12928,76892,74267,67074,32790,4973,28389,2855,74136,1541280,57226,135620,135620,57226,29539,,117794,SC,13330,45,13330,CHARLESTON,29422,32.7765,-79.9311
